clientnum,attrition_flag,customer_age,gender,dependent_count,education_level,marital_status,income_category,card_category,months_on_book,total_relationship_count,months_inactive_12_mon,contacts_count_12_mon,credit_limit,total_revolving_bal,avg_open_to_buy,total_amt_chng_q4_q1,total_trans_amt,total_trans_ct,total_ct_chng_q4_q1,avg_utilization_ratio,risk_level,churn_score
816129258,Existing Customer,34,F,2,Post-Graduate,Single,Less than $40K,Blue,29,2,3,3,2509.0,1897,612.0,0.938,4837,74,0.542,0.756,Medium,1.8780234356317258
808903308,Attrited Customer,54,F,1,,Married,$40K - $60K,Blue,49,4,3,6,2471.0,0,2471.0,0.722,2519,35,0.522,0.0,Medium,2.1
713809833,Existing Customer,42,F,3,Graduate,,abc,Blue,32,2,3,2,9749.0,859,8890.0,0.584,4684,86,0.623,0.088,Low,1.3440334803569596
713542008,Existing Customer,48,F,3,High School,,Less than $40K,Blue,37,1,2,3,1438.3,0,1438.3,0.584,4236,83,0.844,0.0,Low,1.2000000000000002
717385083,Existing Customer,46,M,3,High School,Married,$120K +,Blue,35,2,2,3,4916.0,1122,3794.0,0.659,4813,87,0.706,0.228,Low,1.3140703010577708
708652908,Existing Customer,47,F,5,Uneducated,Married,Less than $40K,Blue,36,1,6,1,2291.0,1419,872.0,0.725,4498,81,0.761,0.619,Medium,2.3096140549978172
715644633,Existing Customer,42,F,3,Graduate,Single,$40K - $60K,Blue,34,1,2,1,1528.0,820,708.0,0.908,5212,88,0.833,0.537,Low,1.0683947643979057
708761733,Existing Customer,52,F,3,High School,Married,abc,Blue,36,2,2,2,8279.0,1582,6697.0,0.76,4419,63,0.658,0.191,Low,1.095525763981157
714600258,Existing Customer,45,M,2,Post-Graduate,Married,$60K - $80K,Blue,36,1,2,2,5945.0,2015,3930.0,0.815,3645,70,1.0,0.339,Low,1.1694820857863752
823566408,Existing Customer,44,F,3,Graduate,Married,Less than $40K,Blue,40,2,2,1,1438.3,0,1438.3,0.773,4625,93,0.938,0.0,Low,0.8
713373708,Attrited Customer,54,F,3,,Single,Less than $40K,Blue,36,2,3,3,1857.0,0,1857.0,0.488,2464,57,0.839,0.0,Medium,1.5
708307533,Existing Customer,42,M,2,Uneducated,Married,$60K - $80K,Blue,30,1,2,3,3086.0,0,3086.0,0.808,4129,81,0.884,0.0,Low,1.2000000000000002
820085808,Existing Customer,54,F,3,Graduate,Married,Less than $40K,Blue,49,1,1,2,2598.0,1343,1255.0,0.637,4692,86,0.72,0.517,Low,0.9584808314087759
716685033,Existing Customer,38,F,1,High School,Married,$40K - $60K,Blue,19,1,1,2,5559.0,1600,3959.0,0.716,5344,82,0.864,0.288,Low,0.8439464651915811
713063958,Existing Customer,51,M,1,Graduate,Single,$80K - $120K,Blue,39,1,1,3,7562.0,1080,6482.0,0.561,5010,85,0.7,0.143,Low,0.9714458079873051
708371733,Existing Customer,41,F,3,High School,Married,Less than $40K,Blue,15,1,1,2,4662.0,0,4662.0,0.661,4931,81,0.841,0.0,Low,0.7
780277458,Existing Customer,52,F,2,Graduate,Single,Less than $40K,Blue,38,2,2,3,2904.0,2517,387.0,0.586,4503,89,0.712,0.867,Medium,1.633420661157025
797232183,Existing Customer,42,F,4,,Married,Less than $40K,Blue,36,2,1,1,2676.0,1962,714.0,0.668,5020,75,0.786,0.733,Low,0.8665551569506726
720789933,Existing Customer,46,F,4,Graduate,Married,abc,Blue,32,2,1,1,5798.0,680,5118.0,0.708,5027,82,0.64,0.117,Low,0.5585845463953087
808281483,Existing Customer,46,F,2,,Single,Less than $40K,Blue,41,2,3,3,2665.0,2157,508.0,0.637,4249,76,1.235,0.809,Medium,1.9046142589118198
712968708,Existing Customer,55,F,1,High School,Single,$40K - $60K,Blue,47,2,3,1,2343.0,1780,563.0,0.792,5167,78,0.773,0.76,Low,1.479912932138284
711263058,Existing Customer,29,F,1,,Single,Less than $40K,Blue,36,1,1,2,2763.0,1879,884.0,0.701,4660,80,0.778,0.68,Low,1.0400173724212811
788813658,Existing Customer,62,F,0,Graduate,Single,abc,Blue,45,2,2,3,10503.0,0,10503.0,0.886,4755,88,0.725,0.0,Low,1.2000000000000002
721444758,Existing Customer,47,F,2,College,Married,Less than $40K,Blue,36,1,3,3,2780.0,2216,564.0,0.826,4980,78,0.857,0.797,Medium,1.898536690647482
711448983,Attrited Customer,47,F,2,Graduate,Married,Less than $40K,Blue,34,2,2,2,2234.0,2024,210.0,0.717,2313,37,0.321,0.906,Low,1.4529994628469114
712664658,Attrited Customer,35,F,1,Graduate,Single,Less than $40K,Blue,30,2,2,2,1649.0,0,1649.0,0.683,2549,54,0.588,0.0,Low,1.0
714237033,Attrited Customer,42,F,4,Uneducated,Married,abc,Blue,36,6,2,3,5557.0,2246,3311.0,0.518,2299,39,0.444,0.404,Low,1.4020524743566674
718370733,Existing Customer,48,F,2,Uneducated,Married,abc,Blue,35,2,3,3,6074.0,0,6074.0,0.782,4504,90,0.765,0.0,Medium,1.5
713726958,Attrited Customer,40,F,3,Doctorate,Married,Less than $40K,Blue,21,5,2,2,1728.0,0,1728.0,0.41,2191,38,0.357,0.0,Low,1.0
794160408,Existing Customer,46,F,3,Graduate,Married,abc,Blue,40,1,1,1,3044.0,1973,1071.0,0.946,4747,73,1.028,0.648,Low,0.8240480946123522
716009883,Existing Customer,41,F,1,Graduate,Single,$40K - $60K,Blue,28,1,3,1,8482.0,585,7897.0,0.624,4245,74,0.897,0.069,Low,1.1344908747936806
711873033,Attrited Customer,35,F,3,,Single,abc,Blue,29,4,2,3,1438.3,0,1438.3,0.748,2549,56,0.75,0.0,Low,1.2000000000000002
712715208,Attrited Customer,52,M,1,High School,Single,$80K - $120K,Blue,44,1,3,2,3770.0,0,3770.0,0.544,2387,51,0.5,0.0,Low,1.2999999999999998
778899708,Attrited Customer,56,F,2,,Single,$40K - $60K,Blue,37,2,2,3,2963.0,0,2963.0,0.902,2919,47,0.382,0.0,Low,1.2000000000000002
771865908,Attrited Customer,48,F,2,Graduate,Single,abc,Blue,37,4,2,3,11750.0,487,11263.0,0.772,2532,48,0.548,0.041,Low,1.2206340425531916
716273133,Existing Customer,41,F,3,Graduate,Married,Less than $40K,Blue,36,2,2,3,1593.0,0,1593.0,0.61,4853,78,0.592,0.0,Low,1.2000000000000002
709927458,Existing Customer,38,M,3,Graduate,Single,$40K - $60K,Blue,20,1,3,3,10486.0,1544,8942.0,0.716,4042,77,0.925,0.147,Medium,1.5735731832920086
715162608,Attrited Customer,48,F,2,Graduate,Single,Less than $40K,Blue,41,4,2,3,2168.0,1323,845.0,0.687,2499,38,0.407,0.61,Medium,1.5050719557195573
719862258,Existing Customer,38,F,2,Uneducated,Single,abc,Blue,28,2,3,3,5666.0,1393,4273.0,0.84,5015,90,0.915,0.246,Medium,1.6229557359689375
788719533,Existing Customer,53,M,4,Post-Graduate,Married,$80K - $120K,Blue,34,1,2,3,13679.0,0,13679.0,0.908,4060,61,1.346,0.0,Low,1.2000000000000002
715566408,Existing Customer,45,F,3,Doctorate,Married,Less than $40K,Blue,36,1,2,2,2143.0,1479,664.0,0.708,4404,77,0.75,0.69,Low,1.3450461969202052
717359208,Existing Customer,57,F,0,College,Married,Less than $40K,Blue,47,2,3,1,4945.0,1779,3166.0,0.536,4037,72,0.756,0.36,Low,1.279927199191102
721410858,Existing Customer,54,F,4,High School,Single,Less than $40K,Blue,36,1,3,0,1921.0,1334,587.0,0.694,4512,90,0.765,0.694,Low,1.24712899531494
779420583,Existing Customer,45,F,4,Graduate,Single,Less than $40K,Blue,33,2,1,3,3001.0,2055,946.0,0.838,4662,70,0.628,0.685,Low,1.2424315228257248
714222183,Existing Customer,38,F,3,Graduate,Single,$40K - $60K,Blue,36,1,1,1,2132.0,1084,1048.0,0.767,4874,78,0.66,0.508,Low,0.7541328330206379
709079883,Attrited Customer,45,F,4,Doctorate,Married,Less than $40K,Blue,36,5,3,3,1663.0,1012,651.0,0.886,2729,38,0.52,0.609,Medium,1.8043616355983163
721406658,Attrited Customer,32,F,0,,Divorced,Less than $40K,Blue,36,6,3,3,1732.0,0,1732.0,0.683,2479,43,0.536,0.0,Medium,1.5
713782608,Existing Customer,46,F,4,Graduate,Single,$40K - $60K,Blue,36,1,3,1,2652.0,2386,266.0,0.766,5329,83,0.729,0.9,Medium,1.5499095022624432
720236433,Existing Customer,41,M,4,College,Married,$80K - $120K,Blue,22,1,2,3,5037.0,1670,3367.0,0.787,4379,67,0.811,0.332,Low,1.3658639666468138
785106933,Existing Customer,51,F,1,,Single,abc,Blue,45,2,2,3,6519.0,2178,4341.0,0.739,4505,71,0.732,0.334,Low,1.3670300966405893
716673258,Existing Customer,60,F,1,,Single,Less than $40K,Blue,36,1,1,3,2347.0,1488,859.0,0.621,3977,83,0.886,0.634,Low,1.217000255645505
708341958,Existing Customer,31,F,1,College,Divorced,Less than $40K,Blue,21,2,2,3,2061.0,1904,157.0,0.786,4480,86,0.87,0.924,Medium,1.661947016011645
797150733,Attrited Customer,44,M,3,,Single,$40K - $60K,Blue,38,5,2,2,1643.0,0,1643.0,0.6,1754,39,0.56,0.0,Low,1.0
718279983,Existing Customer,49,F,1,College,Married,abc,Blue,36,1,3,2,5039.0,2489,2550.0,0.875,4770,74,0.947,0.494,Medium,1.5469841635245087
718548558,Existing Customer,53,F,3,,Single,Less than $40K,Blue,42,1,1,3,2915.0,2041,874.0,0.927,4272,70,0.75,0.7,Low,1.2500514579759863
780360558,Existing Customer,33,F,1,Graduate,Married,Less than $40K,Blue,20,2,2,2,1507.0,0,1507.0,0.723,4698,87,0.851,0.0,Low,1.0
715012833,Existing Customer,46,F,1,High School,Married,Less than $40K,Blue,36,1,3,3,3073.0,2517,556.0,0.841,4858,77,0.974,0.819,Medium,1.9095207940123657
772388508,Existing Customer,43,F,3,Graduate,Married,abc,Blue,32,2,3,3,8314.0,1349,6965.0,0.531,5028,80,0.702,0.162,Medium,1.5810769304787107
788199858,Existing Customer,42,F,3,High School,,abc,Blue,34,1,3,1,2798.0,1049,1749.0,0.89,5758,87,0.706,0.375,Low,1.2874731951393852
769578108,Existing Customer,40,M,4,,Single,$60K - $80K,Blue,26,2,2,3,20929.0,1652,19277.0,0.523,4001,76,0.689,0.079,Low,1.2394800611591574
719843958,Existing Customer,46,M,2,Graduate,Married,$120K +,Blue,34,2,3,3,1754.0,894,860.0,0.691,4874,79,0.837,0.51,Medium,1.7549076396807297
767197983,Existing Customer,52,F,2,High School,Single,Less than $40K,Blue,45,1,1,1,4209.0,0,4209.0,0.856,5938,83,0.694,0.0,Low,0.5
711874833,Existing Customer,45,M,3,College,Divorced,$40K - $60K,Blue,37,1,3,2,2449.0,0,2449.0,0.706,5497,88,0.63,0.0,Low,1.2999999999999998
714930333,Attrited Customer,39,M,3,College,Married,$80K - $120K,Blue,30,2,3,3,4618.0,0,4618.0,0.717,2476,49,0.75,0.0,Medium,1.5
720989133,Existing Customer,41,F,2,College,Married,Less than $40K,Blue,36,2,1,2,1654.0,1093,561.0,0.65,4596,82,0.822,0.661,Low,1.0304466747279324
720893958,Existing Customer,49,F,4,Uneducated,Single,Less than $40K,Blue,36,1,3,3,1544.0,999,545.0,0.786,4215,53,1.12,0.647,Medium,1.8235062176165802
769709058,Existing Customer,60,M,1,Uneducated,Single,$60K - $80K,Blue,54,1,2,1,3618.0,972,2646.0,0.578,4228,63,0.465,0.269,Low,0.9343970149253732
711005583,Existing Customer,37,M,3,High School,Single,$80K - $120K,Blue,24,1,2,3,3437.0,1064,2373.0,0.851,5110,76,0.854,0.31,Low,1.3548716904276987
826548708,Existing Customer,50,M,2,Graduate,Single,$80K - $120K,Blue,46,2,3,2,5965.0,622,5343.0,0.728,4637,91,0.655,0.104,Low,1.352082481139983
711093408,Existing Customer,46,F,2,Doctorate,Married,Less than $40K,Blue,33,2,3,1,2644.0,1517,1127.0,0.721,4815,83,0.804,0.574,Low,1.386925567322239
712831908,Existing Customer,59,F,1,College,Married,$40K - $60K,Blue,49,2,2,1,3481.0,603,2878.0,0.692,4556,81,0.473,0.173,Low,0.8865678253375466
780222408,Existing Customer,49,F,5,Graduate,,Less than $40K,Blue,36,1,3,2,3272.0,2085,1187.0,0.417,4444,83,0.627,0.637,Medium,1.6185674816625915
714181008,Existing Customer,35,F,0,Graduate,Married,Less than $40K,Blue,36,1,2,2,3019.0,1462,1557.0,0.718,4509,71,0.732,0.484,Low,1.2420798940046374
772346358,Existing Customer,52,F,3,Uneducated,Single,Less than $40K,Blue,41,2,1,2,1801.0,0,1801.0,0.516,5047,79,0.756,0.0,Low,0.7
717489033,Attrited Customer,27,F,0,High School,Single,Less than $40K,Blue,18,6,1,4,1438.3,0,1438.3,0.781,2641,40,0.6,0.0,Low,1.1
710969433,Existing Customer,41,F,1,Uneducated,Married,Less than $40K,Blue,31,2,2,2,2909.0,1201,1708.0,0.729,4230,68,0.659,0.413,Low,1.2064569955311104
715807383,Existing Customer,45,F,4,Post-Graduate,Single,$40K - $60K,Blue,36,1,3,3,4688.0,0,4688.0,0.593,5248,89,0.745,0.0,Medium,1.5
711807333,Existing Customer,37,F,2,College,Single,Less than $40K,Blue,26,1,1,2,1438.3,0,1438.3,0.587,3948,84,0.68,0.0,Low,0.7
816086508,Existing Customer,47,F,2,,Married,Less than $40K,Blue,42,1,3,3,1438.3,0,1438.3,0.677,4624,73,0.587,0.0,Medium,1.5
714424533,Attrited Customer,41,F,4,Graduate,Married,Less than $40K,Blue,36,6,2,2,1655.0,0,1655.0,0.496,2156,37,0.194,0.0,Low,1.0
779536233,Existing Customer,47,F,4,Graduate,Divorced,$40K - $60K,Blue,30,1,1,1,1438.3,601,837.3,1.0,4669,83,0.729,0.418,Low,0.7089563234373913
710794983,Existing Customer,41,F,3,High School,Single,abc,Blue,32,2,1,1,4745.0,1157,3588.0,0.965,4705,78,0.902,0.244,Low,0.6219506849315068
779890833,Existing Customer,51,F,2,High School,Divorced,Less than $40K,Blue,36,2,1,1,1438.3,0,1438.3,0.765,4866,65,0.625,0.0,Low,0.5
779837808,Existing Customer,53,F,2,High School,Married,$40K - $60K,Blue,37,1,4,3,5182.0,2500,2682.0,0.869,5012,85,0.809,0.482,Medium,2.0411317637977615
713748708,Attrited Customer,46,F,3,Graduate,Single,Less than $40K,Blue,37,1,2,4,1438.3,0,1438.3,0.35,1757,44,0.467,0.0,Low,1.4
709123908,Existing Customer,43,F,2,Graduate,Married,$40K - $60K,Blue,36,2,3,2,4287.0,0,4287.0,0.807,4874,82,0.708,0.0,Low,1.2999999999999998
816476658,Attrited Customer,54,F,2,,Married,abc,Blue,49,2,4,3,1812.0,1798,14.0,0.735,2921,44,0.692,0.992,Medium,2.296082119205298
743800833,Existing Customer,53,F,3,College,Married,$40K - $60K,Blue,46,2,1,1,2304.0,1144,1160.0,0.772,4505,85,1.179,0.497,Low,0.7483583333333333
806415183,Existing Customer,51,F,0,Doctorate,Married,abc,Blue,46,1,3,3,13623.0,1432,12191.0,0.594,4534,83,0.886,0.105,Medium,1.5525349042061218
794054058,Existing Customer,50,F,2,Graduate,Single,Less than $40K,Blue,44,1,1,1,2765.0,0,2765.0,0.465,4010,59,0.513,0.0,Low,0.5
771907158,Existing Customer,54,M,5,,Married,$120K +,Blue,42,1,1,3,3731.0,1903,1828.0,0.915,4667,88,0.725,0.51,Low,1.1550152774055216
815789883,Existing Customer,46,F,3,College,Single,Less than $40K,Blue,41,1,3,2,2485.0,861,1624.0,0.566,4728,81,0.761,0.346,Low,1.4731436619718308
712177908,Existing Customer,50,F,4,College,Single,Less than $40K,Blue,36,1,3,1,2446.0,1763,683.0,0.598,4310,75,0.875,0.721,Low,1.4604305805396565
711234783,Attrited Customer,44,F,4,,Married,Less than $40K,Blue,28,5,2,3,2020.0,0,2020.0,0.716,2621,45,0.552,0.0,Low,1.2000000000000002
793379058,Existing Customer,48,F,3,Graduate,Single,Less than $40K,Blue,42,2,2,1,2214.0,1025,1189.0,0.567,5084,82,0.745,0.463,Low,1.031488888888889
720480183,Existing Customer,45,F,3,,Divorced,Less than $40K,Blue,34,1,2,1,1811.0,787,1024.0,0.585,4882,80,1.162,0.435,Low,1.017369961347322
712974558,Existing Customer,56,F,2,College,Single,Less than $40K,Blue,43,1,3,1,5254.0,0,5254.0,0.651,4546,89,0.712,0.0,Low,1.0999999999999999
717409533,Attrited Customer,36,F,2,Post-Graduate,Single,Less than $40K,Blue,26,1,2,3,1821.0,1486,335.0,0.827,2824,43,0.387,0.816,Medium,1.6080105436573313
712200033,Existing Customer,44,F,4,High School,Single,Less than $40K,Blue,36,1,3,3,3024.0,0,3024.0,0.75,4983,78,0.733,0.0,Medium,1.5
713563383,Existing Customer,50,F,3,,Single,Less than $40K,Blue,36,1,3,3,1930.0,952,978.0,0.67,3862,80,0.818,0.493,Medium,1.746579274611399
802795608,Existing Customer,54,F,2,High School,Single,Less than $40K,Blue,48,1,3,2,1517.0,556,961.0,0.622,4981,82,0.864,0.367,Low,1.4833538562953195
787452333,Attrited Customer,39,F,1,High School,Married,Less than $40K,Blue,25,2,2,1,2024.0,0,2024.0,0.801,2870,36,0.5,0.0,Low,0.8
709520058,Attrited Customer,53,M,5,Uneducated,Married,$120K +,Blue,38,4,2,2,19138.0,0,19138.0,0.482,2028,43,0.303,0.0,Low,1.0
819690933,Existing Customer,56,M,1,Graduate,Single,$80K - $120K,Blue,51,2,3,1,16835.0,897,15938.0,0.767,4059,80,0.778,0.053,Low,1.1265845559845558
820694133,Attrited Customer,60,F,0,High School,Married,abc,Blue,55,4,1,3,5549.0,0,5549.0,0.703,2412,38,0.52,0.0,Low,0.9000000000000001
711800658,Attrited Customer,42,F,3,High School,Single,Less than $40K,Blue,36,2,3,3,2145.0,0,2145.0,0.577,2465,42,0.355,0.0,Medium,1.5
717722958,Existing Customer,43,M,3,Uneducated,Married,$80K - $120K,Blue,36,1,3,2,4654.0,1349,3305.0,0.81,4277,71,0.69,0.29,Low,1.4449574559518692
712279683,Attrited Customer,44,M,3,Graduate,Married,$60K - $80K,Blue,36,2,3,3,9114.0,0,9114.0,0.654,2740,52,0.625,0.0,Medium,1.5
716606733,Existing Customer,33,F,1,Graduate,Single,$40K - $60K,Blue,18,2,2,3,3043.0,2054,989.0,0.735,4833,85,0.667,0.675,Medium,1.5374975353269802
716060358,Existing Customer,53,F,2,Graduate,Married,$40K - $60K,Blue,45,2,2,2,4621.0,913,3708.0,0.917,4952,82,0.745,0.198,Low,1.0988728846570006
709158333,Existing Customer,44,M,4,Graduate,Single,$60K - $80K,Blue,28,2,2,1,2758.0,461,2297.0,0.58,4244,96,0.778,0.167,Low,0.8835450326323423
721113333,Existing Customer,54,F,0,Graduate,Married,Less than $40K,Blue,36,1,2,3,1740.0,0,1740.0,0.811,4751,93,0.86,0.0,Low,1.2000000000000002
712620858,Existing Customer,34,F,4,Doctorate,Married,abc,Blue,36,1,2,2,7744.0,1804,5940.0,0.942,4572,60,0.935,0.233,Low,1.1164863636363636
712855683,Existing Customer,50,F,2,Post-Graduate,Married,Less than $40K,Blue,36,1,2,2,3350.0,1335,2015.0,0.781,4906,89,0.561,0.399,Low,1.1993522388059703
715463133,Existing Customer,40,M,5,High School,Single,$120K +,Blue,31,1,1,3,34516.0,1427,33089.0,0.706,3699,64,0.488,0.041,Low,0.9206029435624059
716551533,Existing Customer,47,F,1,High School,Single,abc,Blue,36,2,1,3,2874.0,2201,673.0,0.718,4779,86,0.792,0.766,Low,1.282949478079332
771220758,Existing Customer,40,F,3,Doctorate,Single,abc,Blue,27,1,1,2,2896.0,2100,796.0,0.728,4614,83,0.694,0.725,Low,1.0625414364640884
709920258,Existing Customer,41,F,3,Graduate,Divorced,$40K - $60K,Blue,28,1,1,3,9294.0,1764,7530.0,1.026,4531,73,0.738,0.19,Low,0.9949399612653327
708959583,Existing Customer,47,M,2,High School,Married,$60K - $80K,Blue,39,1,2,2,9389.0,727,8662.0,0.533,3415,84,0.556,0.077,Low,1.0386293108957292
712510833,Existing Customer,44,M,3,College,Married,$40K - $60K,Blue,30,2,3,3,9317.0,847,8470.0,0.765,4121,81,0.723,0.091,Medium,1.5454727272727273
710840433,Existing Customer,34,M,1,College,,$40K - $60K,Blue,20,2,1,3,7452.0,1656,5796.0,0.6,3339,51,0.962,0.222,Low,1.0110666666666668
712853358,Attrited Customer,39,F,3,High School,,Less than $40K,Blue,36,2,3,2,1817.0,0,1817.0,0.583,2216,44,0.833,0.0,Low,1.2999999999999998
788502858,Existing Customer,58,M,3,High School,Single,$80K - $120K,Blue,51,2,2,1,10021.0,1952,8069.0,0.699,4431,68,0.581,0.195,Low,0.8974372817084124
721139808,Existing Customer,42,F,3,Graduate,Single,Less than $40K,Blue,36,1,2,1,2344.0,1081,1263.0,0.619,3889,80,0.86,0.461,Low,1.0305532423208192
711375558,Existing Customer,48,F,2,Uneducated,Single,$40K - $60K,Blue,34,2,3,1,3072.0,1734,1338.0,0.754,4540,78,0.857,0.564,Low,1.3821359375
713798958,Existing Customer,38,F,3,,Single,Less than $40K,Blue,36,2,3,1,1946.0,1430,516.0,0.564,4643,87,0.812,0.735,Low,1.4674522096608427
709362033,Attrited Customer,52,F,1,Graduate,Married,Less than $40K,Blue,42,1,5,3,1471.0,0,1471.0,0.624,2253,48,0.455,0.0,Medium,2.1
719860308,Attrited Customer,42,F,2,Graduate,Married,Less than $40K,Blue,36,2,3,3,1438.3,0,1438.3,0.663,2418,48,0.778,0.0,Medium,1.5
714443058,Attrited Customer,43,F,4,College,Married,Less than $40K,Blue,28,5,2,4,1484.0,0,1484.0,0.2,1664,39,0.5,0.0,Low,1.4
716315508,Attrited Customer,37,F,3,Post-Graduate,Married,$40K - $60K,Blue,36,2,2,5,3233.0,2517,716.0,0.0,1339,32,0.0,0.779,Medium,1.9893601608413238
717651333,Existing Customer,55,F,2,Graduate,Single,Less than $40K,Blue,43,1,3,1,1745.0,1168,577.0,0.701,4562,67,0.634,0.669,Low,1.4346022922636101
798489258,Existing Customer,59,F,1,Uneducated,Divorced,abc,Blue,53,1,3,1,3709.0,1197,2512.0,0.824,5557,82,1.0,0.323,Low,1.2614185494742516
710742408,Existing Customer,53,F,2,College,Married,Less than $40K,Blue,43,2,1,3,2160.0,2057,103.0,0.858,4518,93,0.788,0.952,Low,1.3760944444444445
812089383,Existing Customer,41,M,5,,Single,$80K - $120K,Blue,36,1,2,3,1438.3,892,546.3,0.79,4426,88,0.66,0.62,Medium,1.5100529792115696
711968358,Existing Customer,55,F,4,Graduate,Single,Less than $40K,Blue,44,1,2,1,2638.0,1423,1215.0,0.551,4153,77,0.925,0.539,Low,1.0696271417740713
794227308,Existing Customer,56,M,2,College,Married,$80K - $120K,Blue,50,1,1,3,10214.0,1433,8781.0,0.64,4493,79,0.881,0.14,Low,0.9700892892108872
719845908,Existing Customer,52,F,3,Uneducated,Single,Less than $40K,Blue,36,2,1,3,3240.0,0,3240.0,0.812,4803,83,0.804,0.0,Low,0.9000000000000001
716851908,Existing Customer,58,F,5,,Married,$40K - $60K,Blue,47,1,3,3,2038.0,1099,939.0,0.809,4784,70,0.75,0.539,Medium,1.769576251226693
720599658,Existing Customer,49,M,1,,Married,$40K - $60K,Blue,36,2,2,1,1438.3,0,1438.3,0.57,5104,75,0.63,0.0,Low,0.8
720401658,Attrited Customer,53,F,3,Graduate,Single,Less than $40K,Blue,34,5,3,5,1438.3,1030,408.3,0.609,1985,38,0.407,0.716,Medium,2.2580369603003545
827442858,Existing Customer,56,M,3,High School,Divorced,$80K - $120K,Blue,52,2,3,1,8111.0,2051,6060.0,0.999,3719,69,0.643,0.253,Low,1.2264599432868941
779034708,Existing Customer,60,F,0,Doctorate,Married,abc,Blue,41,1,3,1,10730.0,970,9760.0,0.645,4939,71,0.972,0.09,Low,1.1451202236719478
718806783,Attrited Customer,46,F,3,Uneducated,Married,abc,Blue,36,2,3,1,2872.0,357,2515.0,0.869,2629,41,0.64,0.124,Low,1.1620910863509748
714484008,Attrited Customer,49,F,4,Uneducated,Married,Less than $40K,Blue,31,4,3,2,1567.0,0,1567.0,0.424,2138,41,0.577,0.0,Low,1.2999999999999998
719176308,Attrited Customer,43,M,3,College,Divorced,$80K - $120K,Blue,32,6,3,2,7278.0,0,7278.0,0.618,2120,43,0.593,0.0,Low,1.2999999999999998
769662033,Existing Customer,45,F,2,College,,Less than $40K,Blue,29,2,2,3,1438.3,0,1438.3,0.729,5025,85,0.735,0.0,Low,1.2000000000000002
721020858,Existing Customer,34,F,1,College,Single,abc,Blue,20,2,2,2,3190.0,1959,1231.0,0.622,4220,66,0.61,0.614,Low,1.3070319749216301
714630858,Attrited Customer,36,F,1,Uneducated,,Less than $40K,Blue,36,2,3,2,1470.0,458,1012.0,0.543,2383,39,0.444,0.312,Low,1.4558693877551019
710838108,Existing Customer,45,M,2,Graduate,Married,$80K - $120K,Blue,36,1,4,1,3081.0,2517,564.0,0.572,4317,72,0.714,0.817,Medium,1.8084827653359297
712662783,Attrited Customer,43,F,2,College,Married,abc,Blue,36,1,2,6,3793.0,2517,1276.0,0.512,2577,57,0.629,0.664,Medium,2.1318772475612975
713160258,Existing Customer,54,F,2,Graduate,Married,Less than $40K,Blue,44,1,2,3,3034.0,2033,1001.0,0.642,4349,90,0.731,0.67,Medium,1.5350217534607782
778163508,Existing Customer,37,F,2,High School,Married,abc,Blue,27,2,1,2,5245.0,1044,4201.0,0.673,4938,70,0.892,0.199,Low,0.7995140133460439
713785608,Existing Customer,49,F,1,Doctorate,Single,Less than $40K,Blue,40,1,2,3,2960.0,0,2960.0,0.962,4918,63,0.75,0.0,Low,1.2000000000000002
779905008,Attrited Customer,54,F,4,Graduate,,$40K - $60K,Blue,38,2,2,1,1779.0,0,1779.0,0.856,2660,41,0.323,0.0,Low,0.8
789491058,Existing Customer,43,F,4,Graduate,Married,Less than $40K,Blue,34,2,3,1,1620.0,0,1620.0,0.73,4570,82,0.952,0.0,Low,1.0999999999999999
793736958,Existing Customer,49,M,3,High School,Single,$120K +,Blue,43,1,2,1,21680.0,1587,20093.0,0.605,4410,86,0.72,0.073,Low,0.836560332103321
720961383,Attrited Customer,47,F,3,Uneducated,Single,abc,Blue,36,2,3,4,2952.0,0,2952.0,0.82,2907,60,0.875,0.0,Medium,1.7
714202008,Attrited Customer,53,F,2,High School,Married,Less than $40K,Blue,36,6,3,2,3918.0,2517,1401.0,0.47,2115,42,0.448,0.642,Medium,1.6211258805513016
721479108,Existing Customer,52,M,1,Uneducated,Single,$120K +,Blue,41,1,1,3,12764.0,0,12764.0,0.71,3332,64,0.882,0.0,Low,0.9000000000000001
715549158,Existing Customer,29,F,1,Graduate,Married,Less than $40K,Blue,36,2,2,0,1438.3,0,1438.3,0.734,4769,84,0.826,0.0,Low,0.6
710308983,Existing Customer,50,F,3,Graduate,,Less than $40K,Blue,39,1,1,3,3287.0,2517,770.0,0.586,4148,83,0.66,0.766,Low,1.2829231518101614
710981583,Existing Customer,44,F,5,,Single,$40K - $60K,Blue,36,2,1,2,3891.0,1015,2876.0,0.755,5131,86,0.72,0.261,Low,0.8304575173477255
712704933,Attrited Customer,49,F,4,High School,,$40K - $60K,Blue,43,4,3,3,4048.0,0,4048.0,0.601,2227,41,0.464,0.0,Medium,1.5
716165508,Existing Customer,51,M,2,Uneducated,Married,$60K - $80K,Blue,40,2,1,1,3559.0,0,3559.0,0.585,4498,94,0.649,0.0,Low,0.5
710630583,Existing Customer,47,M,3,High School,Single,$60K - $80K,Blue,39,2,1,1,2843.0,1752,1091.0,0.624,3738,77,0.604,0.616,Low,0.8080751319029194
709571958,Existing Customer,58,F,2,Graduate,Single,Less than $40K,Blue,47,1,1,2,2127.0,0,2127.0,0.735,4401,65,0.667,0.0,Low,0.7
